https://tieba.baidu.com/p/6901844968?pid=134339656820&cid=0#134339656820,怎么看待自残的人,2020-08-29 22:49
https://tieba.baidu.com/p/6901844968?pid=134339656820&cid=0#134339656820,今天篇章概括，赵牧神自残成人棍，武瑶凤运终回龙身,2020-08-26 20:44
https://tieba.baidu.com/p/6901844968?pid=134339656820&cid=0#134339656820,必须坚决彻底戒除邪淫 看黄就是吸毒 手淫就是自残 天道祸淫最速 手淫伤肾 肾为五脏之根 肾虚百病丛生 肾精亏损 五脏六腑功能失调 脸为五脏的镜子 自然变丑 邪淫污染心灵 使人邪念丛生 负能量缠身 相由心生 自然变丑 我们要严格自律 远离黄源 避开诱惑 学会观心断念 控制欲望 看破女色的那一层皮 色即是空 持之以恒 坚持到底 戒出生天！加油！誓死戒除！,2020-09-01 20:12
https://tieba.baidu.com/p/6901844968?pid=134339656820&cid=0#134339656820,【200828 倾诉】感觉好累…疫情期间每天哭每天自残每天抽烟……想着走出舒适圈出来找工作…虽然坚持下来了但我还是好累啊我宁愿没人跟我说话我一个人安安静静吧…真的好累…我亲姐判刑九年 她出来以后31岁了 …每天想着这些事就会觉得特别累…有人能告诉我怎么办吗,2020-08-28 10:21
https://tieba.baidu.com/p/6901392465?pid=134333557148&cid=0#134333557148,挺正常的吧，有的人把痛苦当快乐,2020-08-29 22:50
https://tieba.baidu.com/p/6901392465?pid=134333557148&cid=0#134333557148,活着快喘不过气了,2020-08-28 10:23
https://tieba.baidu.com/p/6874257316?pid=134013173532&cid=0#134013173532,【08-24◇日常杂谈】不懂就问,2020-08-24 23:57
https://tieba.baidu.com/p/6874257316?pid=134013173532&cid=0#134013173532,【200829 求助】不想死 ，不喜欢自残时痛苦，却享受自残后的快感,2020-08-29 08:46
https://tieba.baidu.com/p/6874257316?pid=134013173532&cid=0#134013173532,三甲专科医院,2020-08-29 13:53
https://tieba.baidu.com/p/6900504573?pid=134321267311&cid=0#134321267311,都是自己的决定 后果自负,2020-08-29 22:51
https://tieba.baidu.com/p/6900504573?pid=134321267311&cid=0#134321267311,我已经开始自残了，人生很短，可是我活着是多么的痛苦。,2020-08-26 18:30
https://tieba.baidu.com/p/6900504573?pid=134321267311&cid=0#134321267311,萌新问一下为什么精灵的自残和骷髅的装死盾牌会掉。能避免吗。,2020-09-01 10:51
https://tieba.baidu.com/p/6900504573?pid=134321267311&cid=0#134321267311,自残扣体质，体质不够就会掉咯，没得避免，只能穿带体质的盾牌，要么吃点药,2020-09-01 10:55
https://tieba.baidu.com/p/6900504573?pid=134321267311&cid=0#134321267311,有什么办法可以自残快速进入绝境状态吗,2020-08-27 19:45
https://tieba.baidu.com/p/6872291758?pid=133990746719&cid=0#133990746719,问个问题…没有其他意思…贴吧发自残类贴的人应该是想被安慰或者被鼓励吧？,2020-08-24 13:30
https://tieba.baidu.com/p/6872291758?pid=133990746719&cid=0#133990746719,鸡鸡蟹自残断爪怎么办,2020-08-26 18:12
https://tieba.baidu.com/p/6872291758?pid=133990746719&cid=0#133990746719,好好活着！过去的不再来！面对自己的人生，好好工作，怨天尤人解决不了问题！一步步来，就好了！无谓的伤感，没有实际作用！去面对他，打败他！,2020-08-28 13:44
https://tieba.baidu.com/p/6874042534?pid=134009668091&cid=0#134009668091,顶,2020-08-24 23:59
https://tieba.baidu.com/p/6874042534?pid=134009668091&cid=0#134009668091,我伸手你接吗？,2020-08-29 15:16
https://tieba.baidu.com/p/6899768570?pid=134312793223&cid=0#134312793223,急诊的深夜小故事，自残的小伙子。,2020-09-01 10:09
https://tieba.baidu.com/p/6899768570?pid=134312793223&cid=0#134312793223,探索频道做的亚历山大死因之谜，其中证明他病逝的一段：,2020-08-27 11:54
https://tieba.baidu.com/p/6899768570?pid=134312793223&cid=0#134312793223,上面说的这些受伤记录可信吗，胫骨受伤和脚踝受伤分别是两次吗，步兵骑兵争着抬担架是哪次？,2020-08-27 12:00
https://tieba.baidu.com/p/6899768570?pid=134312793223&cid=0#134312793223,就是个大傻..宝宝,2020-08-29 22:51
https://tieba.baidu.com/p/6899768570?pid=134312793223&cid=0#134312793223,谁不痛苦,2020-08-27 09:42
https://tieba.baidu.com/p/6899768570?pid=134312793223&cid=0#134312793223,原来如此。。,2020-09-01 10:55
https://tieba.baidu.com/p/6872144100?pid=133989425006&cid=0#133989425006,特别是不是个吧,2020-08-24 13:30
https://tieba.baidu.com/p/6872144100?pid=133989425006&cid=0#133989425006,上环境图,2020-08-26 20:33
https://tieba.baidu.com/p/6872144100?pid=133989425006&cid=0#133989425006,三甲专科医院,2020-08-28 14:25
https://tieba.baidu.com/p/6873576443?pid=134003208683&cid=0#134003208683,国服能自残的你进错吧了吧。,2020-08-25 02:31
https://tieba.baidu.com/p/6873576443?pid=134003208683&cid=0#134003208683,自残后有快感？,2020-08-29 17:01
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,过了一会，又一个穿着保安工衣的小伙子很着急的拿着处方单和缴费单跑过来找我，语无伦次了一会，我直接把他手上的单据都接了过来，核对了下名字，正是自残的那个小伙子。我核对了一下输液单，除了破伤风之外还有其他一些对症的补液，让他先去旁边陪着阿鹏(自残的小伙子，方便区分后面叫他阿鹏，另一个叫小辉吧。)我去帮他配药了。,2020-09-01 10:23
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,受伤记录基本出自原始史料，这种事在古希腊比较正常。比较多的情况都是一场仗下来，主帅死了。,2020-08-27 12:49
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,狂野版本答案：自残术这个卡组，是不是恰好验证了老师说的一句话：血量是最没用的资源？,2020-08-14 10:37
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,『曝光』第二个张玉环山东菏泽见义勇为险些丧命反被定自残。希望社会关注,2020-08-15 12:39
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,兄弟萌，我上个版本看了黑羽零的视频上头然后合了自残术和圣契天启骑，我朋友都说我尘白花了，现在我是不是可以打他们的脸了,2020-08-15 22:33
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,我不能自残了，我要忍住。被发现了她们会难过。,2020-08-21 20:30
https://tieba.baidu.com/p/6899591058?pid=134309743452&cid=0#134309743452,就让我自己先难过死吧,2020-08-21 20:31
https://tieba.baidu.com/p/6870590881?pid=133969522623&cid=0#133969522623,能看病吃药，就吃药。不方便吃药的，鼓励自己多出去走一走，做一点稍微吃力的运动。大脑应付运动多了，感受负面就少了。慢慢地，就调整过来了。自己也要多宽慰自己。生活中，很多问题，还是可以解决的。,2020-08-27 09:46
https://tieba.baidu.com/p/6870590881?pid=133969522623&cid=0#133969522623,我是伊凡鼓舞以后，再自残。就不掉盾了,2020-09-01 15:29
https://tieba.baidu.com/p/6870590881?pid=133969522623&cid=0#133969522623,凶恶一击？,2020-08-27 20:14
https://tieba.baidu.com/p/6872093594?pid=133988849482&cid=0#133988849482,我知道夜来非,2020-08-24 13:30
https://tieba.baidu.com/p/6872093594?pid=133988849482&cid=0#133988849482,养死退坑,2020-08-26 20:39
https://tieba.baidu.com/p/6873243159?pid=133999602782&cid=0#133999602782,拉个3技能 自残就行了呗,2020-08-25 14:42
https://tieba.baidu.com/p/6873243159?pid=133999602782&cid=0#133999602782,有快感的事那么多，为啥选择自残,2020-08-29 22:58
https://tieba.baidu.com/p/6899490700?pid=134308012263&cid=0#134308012263,破伤风常规要打皮试，我配好皮试液到注射台叫了一下阿鹏的名字，阿鹏转过头看了看我，这才起身慢悠悠地走过来，坐在了注射台前，看着我排针筒里的空气。在我帮他消毒皮肤的时候，他忽然转头叫小辉去帮他倒杯水，我知道，阿鹏是故意支开小辉的，因为他刚才坐的地方就放着一杯还没喝完的水。果然，小辉才刚离开，阿鹏就转头问我打这个针疼不疼。,2020-09-01 10:31
https://tieba.baidu.com/p/6899490700?pid=134308012263&cid=0#134308012263,还有这是应战受伤，怎么可能定义自残？,2020-08-27 12:55
https://tieba.baidu.com/p/6899490700?pid=134308012263&cid=0#134308012263,相手蟹有两只自残，是不是水质问题，该放什么水？,2020-08-24 10:23
https://tieba.baidu.com/p/6899490700?pid=134308012263&cid=0#134308012263,优秀,2020-08-16 16:14
https://tieba.baidu.com/p/6899490700?pid=134308012263&cid=0#134308012263,对不起。,2020-08-21 20:38
https://tieba.baidu.com/p/6870186389?pid=133965015671&cid=0#133965015671,看不透,2020-08-29 22:52
https://tieba.baidu.com/p/6870186389?pid=133965015671&cid=0#133965015671,人类辅助先攻，上鼓舞，再注意带加体质盾就不会了,2020-09-01 19:28
https://tieba.baidu.com/p/6870186389?pid=133965015671&cid=0#133965015671,穿冥赤套开空枪然后爆桶炸自己一下,2020-08-27 22:32
https://tieba.baidu.com/p/6871571377?pid=133980874549&cid=0#133980874549,但是这个应该跟夜来非还是不一样吧？？？,2020-08-24 13:30
https://tieba.baidu.com/p/6871571377?pid=133980874549&cid=0#133980874549,蜕皮 已经活过来了 感谢各位,2020-09-02 00:41
https://tieba.baidu.com/p/6873098448?pid=133998275563&cid=0#133998275563,找点别的事代替吧，先从减缓自残频率开始,2020-08-30 01:19
https://tieba.baidu.com/p/6899013605?pid=134301165510&cid=0#134301165510,我笑了笑，心想，你能狠下心割自己这么多刀，还会怕疼嘛？ 当然这句话只是在心里想了一下。我笑着问他∶你很怕疼吗？他点了点头，然后又快速摇了两下，说：不怕疼，但是怕打针。,2020-09-01 10:36
https://tieba.baidu.com/p/6899013605?pid=134301165510&cid=0#134301165510,应激反应，原因多种，可能受惊吓，不适应环境(水质，温度等)，所以尽可能布置模拟野外环境饲养,2020-08-24 10:35
https://tieba.baidu.com/p/6899013605?pid=134301165510&cid=0#134301165510,战力够高，剧情随便打,2020-08-16 23:28
https://tieba.baidu.com/p/6870005045?pid=133961849717&cid=0#133961849717,怎么看曾经的自己啊 这 就 总比暴力破坏东西/报复社会好 我觉得还行 至少控制了阴暗只笼罩自己,2020-08-29 22:55
https://tieba.baidu.com/p/6870005045?pid=133961849717&cid=0#133961849717,你都放肉身献祭出手了，还要盾牌的那点双甲干什么用,2020-09-02 00:24
https://tieba.baidu.com/p/6870005045?pid=133961849717&cid=0#133961849717,怒鬼一击,2020-08-28 10:25
https://tieba.baidu.com/p/6871375802?pid=133978355948&cid=0#133978355948,就希望大家都好好活着,2020-08-24 13:31
